Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AC88755,Barton Pond Site 3,7/26/2016 10:44,,,784,4.6,3,,,,,7.9,,,,,26.7,,,
AC88756,Barton Pond Site 3,7/26/2016 10:45,,,784,4.41,6,,,,,7.87,,,,,26.6,,,
AC88757,Barton Pond Site 3,7/26/2016 10:46,,,783,3.59,9,,,,,7.83,,,,,26.4,,,
AC90763,Barton Pond Site 1,8/3/2016 10:16,,0.15,710,13.4,0,3.1,4.2,1.4,42.35153,8.25,,,0.0548,2,25.9,2419.6,4.8,
AC90764,Barton Pond Site 1,8/3/2016 10:16,,,710,13.02,3,,,,,8.37,,,,,25.4,,,
AC90765,Barton Pond Site 1,8/3/2016 10:16,,,640,2.94,6,,,,,7.86,,,,,24,,,
AC90766,Barton Pond Site 1,8/3/2016 10:16,,,648,0.25,9,,,,,7.66,,,,,23.6,,,
AC90767,Barton Pond Site 1,8/3/2016 10:16,,,641,0,12,,,,,7.61,,,,,23.3,,,
AC90768,Barton Pond Site 1,8/3/2016 10:16,,,631,0,15,,,,,7.53,,,,,23.1,,,
AC90769,Barton Pond Site 1,8/3/2016 10:16,,,7.49,0,18,,,,,7.49,,,,,22.5,,,
AC90770,Barton Pond Site 1,8/3/2016 10:16,,,659,0,21,,,,,7.47,,,,,22.4,,,
AC90771,Barton Pond Site 2,8/3/2016 10:37,,0.139,708,12.6,0,<1,<1,1,33.58194,8.54,,,0.0576,3.75,26.1,>2419.6,6.4,
AC90772,Barton Pond Site 2,8/3/2016 10:37,,,711,12.6,3,,,,,8.55,,,,,26,,,
AC90773,Barton Pond Site 2,8/3/2016 10:37,,,697,10.12,6,,,,,8.44,,,,,25.6,,,
AC90774,Barton Pond Site 2,8/3/2016 10:37,,,681,3.3,9,,,,,8.01,,,,,24.6,,,
AC90775,Barton Pond Site 2,8/3/2016 10:37,,,641,2.29,12,,,,,7.89,,,,,24,,,
AC90776,Barton Pond Site 2,8/3/2016 10:37,,,638,0.68,15,,,,,7.72,,,,,23.5,,,
AC90777,Barton Pond Site 2,8/3/2016 10:37,,,638,0,18,,,,,7.65,,,,,23.2,,,
AC90778,Barton Pond Site 3,8/3/2016 11:06,,0.103,707,7.58,0,6.3,<1,1.9,49.1903,8.15,,,0.0418,6.5,26.5,>2419.6,6.2,
AC90779,Barton Pond Site 3,8/3/2016 11:06,,,748,5.6,3,,,,,8,,,,,25.8,,,
AC90780,Barton Pond Site 3,8/3/2016 11:06,,,713,5.82,6,,,,,7.94,,,,,25.5,,,
AC94426,Barton Pond Site 1,8/17/2016 9:47,"82F, sunny, calm, less algae", <0.10,716,7.46,surface,80.1,22.2,0.3,7.45654,7.82,,,0.0546,"4'5""",25.4,>2419.6,7,
AC94427,Barton Pond Site 1,8/17/2016 9:48,,,715,7.04,3',,,,,7.92,,,,,25.2,,,
AC94428,Barton Pond Site 1,8/17/2016 9:49,,,711,6.04,6',,,,,7.9,,,,,25.1,,,
AC94429,Barton Pond Site 1,8/17/2016 9:50,,,6.98,4.69,9',,,,,7.84,,,,,24.9,,,
AC94430,Barton Pond Site 1,8/17/2016 9:51,,,696,4.38,12',,,,,7.83,,,,,24.8,,,
AC94431,Barton Pond Site 1,8/17/2016 9:52,,,696,3.88,15',,,,,7.8,,,,,24.7,,,
AC94432,Barton Pond Site 1,8/17/2016 9:53,,,696,3.67,18',,,,,7.8,,,,,24.7,,,
AC94433,Barton Pond Site 1,8/17/2016 9:54,,,697,2.74,21',,,,,7.78,,,,,24.6,,,
AC94434,Barton Pond Site 2,8/17/2016 10:00,"82F, sunny, calm, less algae", <0.10,718,7.3,surface,60.9,17.8,0.3,7.41878,8.09,,,0.0493,"3'4""",25.6,>2419.6,8,
AC94435,Barton Pond Site 2,8/17/2016 10:01,,,716,6.96,3',,,,,8.09,,,,,25.4,,,
AC94436,Barton Pond Site 2,8/17/2016 10:02,,,707,5.41,6',,,,,8.02,,,,,25.1,,,
AC94437,Barton Pond Site 2,8/17/2016 10:03,,,698,5.23,9',,,,,7.95,,,,,24.9,,,
AC94438,Barton Pond Site 2,8/17/2016 10:04,,,696,4.81,12',,,,,7.92,,,,,24.9,,,
AC94439,Barton Pond Site 2,8/17/2016 10:05,,,694,3,15',,,,,7.84,,,,,24.7,,,
AC94440,Barton Pond Site 3,8/17/2016 10:17,"82F, sunny, calm, less algae.", <0.10,644,4.94,surface,579.4,>200.5,0.4,4.82997,7.97,,,0.0481,"4'3""",24.4,>2419.6,12.2,
AC94441,Barton Pond Site 3,8/17/2016 10:18,,,642,4.84,3',,,,,7.93,,,,,24.4,,,
AC94442,Barton Pond Site 3,8/17/2016 10:19,,,643,4.99,6',,,,,7.92,,,,,24.3,,,
AC94443,Barton Pond Site 3,8/17/2016 10:20,,,643,4.91,9',,,,,7.92,,,,,24.3,,,
AD01979,Barton Pond Site 1 Surface,9/14/2016 13:55,,,761,10.16,0,,,,,8.22,,,,,23.8,,,
AD01980,Barton Pond Site 1 3',9/14/2016 13:56,,,761,9.92,3,,,,,8.3,,,,,23.7,,,
AD01981,Barton Pond Site 1 6',9/14/2016 13:57,,,761,9.43,6,,,,,8.32,,,,,23.6,,,
AD01982,Barton Pond Site 1 9',9/14/2016 13:58,,,769,8.83,9,,,,,8.31,,,,,23.4,,,
AD01983,Barton Pond Site 1 12',9/14/2016 13:59,,,770,5.87,12,,,,,8.08,,,,,21.6,,,
AD01984,Barton Pond Site 1 15',9/14/2016 14:00,,,771,5.34,15,,,,,8.01,,,,,21.4,,,
AD01985,Barton Pond Site 1 18',9/14/2016 14:01,,,764,4.38,18,,,,,7.93,,,,,21.2,,,
AD01986,Barton Pond Site 1 Composite,9/14/2016 14:02,"Sunny, mostly calm, some fishermen, one swimmer in the water", <0.10,,,Composite,<1,<1,0.2,2.72656,,,,0.0261,5,,1299.7,3.2,
AD01987,Barton Pond Site 2 Surface,9/14/2016 14:11,,,761,10.44,0,,,,,8.4,,,,,23.9,,,
AD01988,Barton Pond Site 2 3',9/14/2016 14:12,,,761,10.22,3,,,,,8.41,,,,,23.8,,,
AD01989,Barton Pond Site 2 6',9/14/2016 14:13,,,761,10.02,6,,,,,8.39,,,,,23.6,,,
AD01990,Barton Pond Site 2 9',9/14/2016 14:14,,,761,5.43,9,,,,,8.07,,,,,22,,,
AD01991,Barton Pond Site 2 12',9/14/2016 14:15,,,771,5.83,12,,,,,8.08,,,,,21.6,,,
AD01992,Barton Pond Site 2 15',9/14/2016 14:16,,,773,4.75,15,,,,,7.99,,,,,21.4,,,
AD01993,Barton Pond Site 2 18',9/14/2016 14:17,,,765,3.27,18,,,,,7.9,,,,,21.2,,,
AD01994,Barton Pond Site 2 Composite,9/14/2016 14:18,"Sunny, mostly calm, emergent vegetation seems to be decreasing", <0.10,,,Composite,3.1,<1,0.2,2.28431,,,,0.0262,4.75,,1732.9,3.2,
AD01995,Barton Pond Site 3 Surface,9/14/2016 14:30,,,767,8.23,0,,,,,8.32,,,,,23.8,,,
AD01996,Barton Pond Site 3 3',9/14/2016 14:31,,,771,7.73,3,,,,,8.28,,,,,23.2,,,
AD01997,Barton Pond Site 3 6',9/14/2016 14:32,,,774,6.62,6,,,,,8.18,,,,,22.1,,,
AD01998,Barton Pond Site 3 9',9/14/2016 14:33,,,768,6.99,9,,,,,8.11,,,,,21.8,,,
AD01999,Barton Pond Site 3 Composite,9/14/2016 14:34,"Sunny, calm, slow current in river", <0.10,,,Composite,38.8,1,0.3,2.95309,,,,0.0207,7,,2419.6,0.8,
AD05234,Barton Pond Site 1,9/27/2016 13:54,"Windy, mostly sunny, air is getting colder", <0.10,,,composite,8.4,<1,0.2,2.96387,,,,0.0288,6,,2419.6,3,
AD05235,Barton Pond Site 1 surface,9/27/2016 13:54,,,765,7.3,surface,,,,,7.94,,,,,20.6,,,
AD05236,Barton Pond Site 1 3',9/27/2016 13:55,,,767,7.25,3,,,,,7.99,,,,,20.5,,,
AD05237,Barton Pond Site 1 6',9/27/2016 13:56,,,767,7.46,6,,,,,8.02,,,,,20.4,,,
AD05238,Barton Pond Site 1 9',9/27/2016 13:57,,,768,6.75,9,,,,,7.99,,,,,20.2,,,
AD05239,Barton Pond Site 1 12',9/27/2016 13:58,,,773,5.34,12,,,,,7.93,,,,,20.1,,,
AD05240,Barton Pond Site 1 15',9/27/2016 13:59,,,769,6.21,15,,,,,7.96,,,,,19.9,,,
AD05241,Barton Pond Site 1 18',9/27/2016 14:00,,,771,6.12,18,,,,,7.96,,,,,19.8,,,
AD05242,Barton Pond Site 1 21',9/27/2016 14:01,,,771,6.2,21,,,,,7.95,,,,,19.7,,,
AD05243,Barton Pond Site 2,9/27/2016 14:06,,,767,7.56,surface,,,,,8.09,,,,,20.5,,,
AD05244,Barton Pond Site 2 surface,9/27/2016 14:06,"Windy, drifting a lot during measurement.  ", <0.10,,,composite,12.2,<1,0.2,2.4515,,,,0.0273,5.5,,2419.6,3.6,
AD05245,Barton Pond Site 2 3',9/27/2016 14:07,,,767,7.21,3,,,,,8.09,,,,,20.5,,,
AD05246,Barton Pond Site 2 6',9/27/2016 14:08,,,767,7.5,6,,,,,8.1,,,,,20.5,,,
AD05247,Barton Pond Site 2 9',9/27/2016 14:09,,,767,7.5,9,,,,,8.1,,,,,20.5,,,
AD05248,Barton Pond Site 2 12',9/27/2016 14:10,,,768,7.36,12,,,,,8.07,,,,,20.4,,,
AD05249,Barton Pond Site 2 15',9/27/2016 14:11,,,770,6.39,15,,,,,8.02,,,,,19.9,,,
AD05250,Barton Pond Site 3,9/27/2016 14:25,,,773,7.65,surface,,,,,8.08,,,,,18.9,,,
AD05251,Barton Pond Site 3 surface,9/27/2016 14:25,"Windy, vegetation seems diminished from earlier in the summer", <0.10,,,composite,95.9,3.1,0.2,3.01781,,,,0.0199,7.5,,>2419.6,2.8,
AD05252,Barton Pond Site 3 3',9/27/2016 14:26,,,773,8.06,3,,,,,8.08,,,,,18.9,,,
AD05253,Barton Pond Site 3 6',9/27/2016 14:27,,,772,7.67,6,,,,,8.08,,,,,18.9,,,
AD05254,Barton Pond Site 2 18',9/27/2016 14:12,,,773,5.26,18,,,,,7.96,,,,,19.7,,,
AD63239,Barton Pond Site 1,4/26/2017 14:15,Warm sunny day.  Strong winds, <0.10,,,20,14.6,<1,0.4,4.85987,,,,0.0244,5.5,,866.4,1.6,
AD63240,Barton Pond Site 2,4/26/2017 14:36,"Warm sunny day, strong winds", <0.10,,,17,9.7,<1,0.4,4.802,,,,0.033,6.25,,686.7,3.6,
AD63241,Barton Pond Site 3,4/26/2017 15:00,"Warm sunny day, strong winds, blowing boat and waves upriver", <0.10,,,8.5,17.3,1,0.4,4.81778,,,,0.0316,6.83,,980.4,7.2,
AD69206,Barton Pond Site 1,5/17/2017 14:00,,,765,8.5,14:00,,,,,7.86,,,,,20.3,,,
AD69207,Barton Pond Site 1,5/17/2017 14:01,,,766,8.84,14:01,,,,,8.07,,,,,19.8,,,
AD69208,Barton Pond Site 1,5/17/2017 14:02,,,766,8.6,14:02,,,,,8.12,,,,,19.6,,,
AD69209,Barton Pond Site 1,5/17/2017 14:03,,,767,7.8,14:03,,,,,8.13,,,,,19.4,,,
AD69210,Barton Pond Site 1,5/17/2017 14:04,,,763,7.75,14:04,,,,,8.11,,,,,18.3,,,
AD69211,Barton Pond Site 1,5/17/2017 14:05,,,761,8.3,14:05,,,,,8.12,,,,,18,,,
AD69212,Barton Pond Site 1,5/17/2017 14:06,,,761,8.5,14:06,,,,,8.11,,,,,17.9,,,
AD69213,Barton Pond Site 1,5/17/2017 14:07,"Windy, Sunny, Hot", <0.10,,,composite,12.1,3.1,0.4,5.49646,,,,0.023,6.33,,240,5.6,
AD69214,Barton Pond Site 2,5/17/2017 14:30,,,766,8.57,14:30,,,,,8.23,,,,,20.3,,,
AD69215,Barton Pond Site 2,5/17/2017 14:31,,,765,863,14:31,,,,,8.22,,,,,20.2,,,
AD69216,Barton Pond Site 2,5/17/2017 14:32,,,765,8.48,14:32,,,,,8.22,,,,,20.1,,,
AD69217,Barton Pond Site 2,5/17/2017 14:33,,,769,8.96,14:33,,,,,8.23,,,,,20,,,
AD69218,Barton Pond Site 2,5/17/2017 14:34,,,763,8.7,14:34,,,,,8.21,,,,,18.7,,,
AD69219,Barton Pond Site 2,5/17/2017 14:35,,,763,8.66,14:35,,,,,8.19,,,,,18.4,,,
AD69220,Barton Pond Site 2,5/17/2017 14:36,"Sunny, windy, warm weather", <0.10,,,Composite,13.2,0,0.4,4.40216,,,,0.0175,5.42,,410.6,3,
AD69221,Barton Pond Site 3,5/17/2017 15:00,,,765,8.84,15:00,,,,,8.3,,,,,19.3,,,
AD69222,Barton Pond Site 3,5/17/2017 15:01,,,766,8.44,15:01,,,,,8.33,,,,,19,,,
AD69223,Barton Pond Site 3,5/17/2017 15:02,,,767,8.42,15:02,,,,,8.19,,,,,18.8,,,
AD69224,Barton Pond Site 3,5/17/2017 15:03,"Sunny, windy, warm weather", <0.10,,,Composite,66.3,11.1,0.4,4.40742,,,,0.0211,10,,1299.7,3.6,
AD70914,Barton Pond Site 1,5/17/2017 14:07,,,,,,,,0.4,,,,,,,,,,
AD70915,Barton Pond Site 2,5/17/2017 14:36,,,,,,,,0.4,,,,,,,,,,
AD70916,Barton Pond Site 3,5/17/2017 15:03,,,,,,,,0.4,,,,,,,,,,
AD76703,Barton Pond Site 1,6/15/2017 0:00,,,762,9.19,0.0 ft,,,,,7.22,,,,,27.3,,,
AD76704,Barton Pond Site 1,6/15/2017 0:00,,,760,8.82,3.0 ft,,,,,7.6,,,,,26.3,,,
AD76705,Barton Pond Site 1,6/15/2017 0:00,,,760,8.38,6.0 ft,,,,,7.76,,,,,26,,,
AD76706,Barton Pond Site 1,6/15/2017 0:00,,,762,7.38,9.0 ft,,,,,7.83,,,,,25.7,,,
AD76707,Barton Pond Site 1,6/15/2017 0:00,,,761,7.2,12.0 ft,,,,,7.87,,,,,25.2,,,
AD76708,Barton Pond Site 1,6/15/2017 0:00,,,764,6.78,15.0 ft,,,,,7.91,,,,,24.5,,,
AD76709,Barton Pond Site 1,6/15/2017 0:00,,,767,5.54,18.0 ft,,,,,7.88,,,,,23.7,,,
AD76710,Barton Pond Site 1,6/15/2017 0:00,, <0.10,,,,2,<1,0.4,5.85404,,,,-0.0116,6.25 ft,,547.5,3,
AD76711,Barton Pond Site 2,6/15/2017 0:00,,,762,8.43,0.0 ft,,,,,8.17,,,,,27.4,,,
AD76712,Barton Pond Site 2,6/15/2017 0:00,,,761,9.41,3.0 ft,,,,,8.2,,,,,26.3,,,
AD76713,Barton Pond Site 2,6/15/2017 0:00,,,761,8.17,6.0 ft,,,,,8.19,,,,,25.9,,,
AD76714,Barton Pond Site 2,6/15/2017 0:00,,,760,8.24,9.0 ft,,,,,8.16,,,,,25.8,,,
AD76715,Barton Pond Site 2,6/15/2017 0:00,,,763,7.07,12.0 ft,,,,,8.11,,,,,25.3,,,
AD76716,Barton Pond Site 2,6/15/2017 0:00,,,764,6.78,15.0 ft,,,,,7.91,,,,,24.5,,,
AD76717,Barton Pond Site 2,6/15/2017 0:00,,,766,4.88,18.0 ft,,,,,8.01,,,,,23.4,,,
AD76718,Barton Pond Site 2,6/15/2017 0:00,, <0.10,,,,<1,<1,0.4,5.95903,,,,-0.0093,6.42 ft,,648.8,3.8,
AD76720,Barton Pond Site 3,6/15/2017 0:00,,,764,6.78,0.0 ft,,,,,8.23,,,,,26.5,,,
AD76721,Barton Pond Site 3,6/15/2017 0:00,,,764,6.01,3.0 ft,,,,,8.16,,,,,26.2,,,
AD76722,Barton Pond Site 3,6/15/2017 0:00,,,763,5.08,6.0 ft,,,,,8.12,,,,,25.5,,,
AD76723,Barton Pond Site 3,6/15/2017 0:00,,,763,7.07,9.0 ft,,,,,8.11,,,,,25.3,,,
AD76724,Barton Pond Site 3,6/15/2017 0:00,, <0.10,,,,16,1,0.3,5.88029,,,,-0.0087,7.0 ft,,>2419.6,5.8,
AD79684,Barton Pond Site 1,6/26/2017 14:19,"Windy, cloudy skies, recent light rains", <0.10,,,Composite,1,2,0.3,8.07983,,,,0.0326,5.167,,517.2,4,
AD79685,Barton Pond Site 1,6/26/2017 14:20,,,793,8.36,Surface,,,,,7.91,,,,,22.9,,,
AD79686,Barton Pond Site 1,6/26/2017 14:21,,,793,8.13,3,,,,,7.94,,,,,22.9,,,
AD79687,Barton Pond Site 1,6/26/2017 14:22,,,793,8.26,6,,,,,7.98,,,,,22.9,,,
AD79688,Barton Pond Site 1,6/26/2017 14:23,,,793,8,9,,,,,8.01,,,,,22.8,,,
AD79689,Barton Pond Site 1,6/26/2017 14:24,,,794,8.02,12,,,,,8.01,,,,,22.8,,,
AD79690,Barton Pond Site 1,6/26/2017 14:25,,,793,8.35,15,,,,,8.02,,,,,22.8,,,
AD79691,Barton Pond Site 1,6/26/2017 14:26,,,794,8,18,,,,,8.02,,,,,22.8,,,
AD79692,Barton Pond Site 2,6/26/2017 14:40,"Windy, cloudy skies, recent light rains, may be a little downstream of normal sampling point due to winds", <0.10,,,Composite,1,2,0.4,7.99584,,,,0.0289,5.25,,396.8,4.4,
AD79693,Barton Pond Site 2,6/26/2017 14:41,,,793,8.45,Surface,,,,,8.06,,,,,22.8,,,
AD79694,Barton Pond Site 2,6/26/2017 14:42,,,793,8.28,3,,,,,8.05,,,,,22.8,,,
AD79695,Barton Pond Site 2,6/26/2017 14:43,,,793,8.06,6,,,,,8.06,,,,,22.8,,,
AD79696,Barton Pond Site 2,6/26/2017 14:44,,,793,8.2,9,,,,,8.06,,,,,22.8,,,
AD79697,Barton Pond Site 2,6/26/2017 14:45,,,793,8.18,12,,,,,8.06,,,,,22.8,,,
AD79698,Barton Pond Site 2,6/26/2017 14:46,,,794,8.04,15,,,,,8.06,,,,,22.8,,,
AD79699,Barton Pond Site 2,6/26/2017 14:47,,,793,8.13,18,,,,,8.06,,,,,22.8,,,
AD79700,Barton Pond Site 3,6/26/2017 15:00,"Sunny, windy, recent light rain, less emergent vegetation than usual", <0.10,,,Composite,17.7,6.4,0.3,5.88554,,,,0.0266,5.167,,>2419.6,3.6,
AD79701,Barton Pond Site 3,6/26/2017 15:01,,,794,9,Surface,,,,,8.14,,,,,21.4,,,
AD79702,Barton Pond Site 3,6/26/2017 15:02,,,794,8.73,3,,,,,8.14,,,,,21.4,,,
AD79703,Barton Pond Site 3,6/26/2017 15:03,,,794,8.98,6,,,,,8.14,,,,,21.4,,,
AD79704,Barton Pond Site 3,6/26/2017 15:04,,,795,8.9,9,,,,,8.13,,,,,21.4,,,
AD84209,Barton Pond Site 1,7/13/2017 13:36,"Overcast, heavy storms last night, slightly breezy, WUTs are cycling dam gates", <0.10,,,composite,33.1,2,0.3,7.57588,,,,0.0358,5.417,,2419.6,2.8,
AD84210,Barton Pond Site 1,7/13/2017 13:37,,,725,7.77,surface,,,,,7.94,,,,,25.7,,,
AD84211,Barton Pond Site 1,7/13/2017 13:38,,,726,7.89,3,,,,,8.09,,,,,25.6,,,
AD84212,Barton Pond Site 1,7/13/2017 13:39,,,734,6.37,6,,,,,8.04,,,,,24.9,,,
AD84213,Barton Pond Site 1,7/13/2017 13:40,,,742,4.24,9,,,,,7.93,,,,,24.5,,,
AD84214,Barton Pond Site 1,7/13/2017 13:41,,,738,4.05,12,,,,,7.9,,,,,24.3,,,
AD84215,Barton Pond Site 1,7/13/2017 13:42,,,739,3.18,15,,,,,7.83,,,,,23.9,,,
AD84216,Barton Pond Site 1,7/13/2017 13:43,,,740,3.03,18,,,,,7.81,,,,,23.9,,,
AD84217,Barton Pond Site 1,7/13/2017 13:44,,,738,0.8,21,,,,,7.73,,,,,22.9,,,
AD84218,Barton Pond Site 2,7/13/2017 13:55,"Overcast, heavy storms last night, slightly breezy", <0.10,,,composite,27.9,3.1,0.3,7.3239,,,,0.0348,5.83,,>2419.6,3,
AD84219,Barton Pond Site 2,7/13/2017 13:56,,,721,8.44,surface,,,,,8.26,,,,,25.8,,,
AD84220,Barton Pond Site 2,7/13/2017 13:57,,,722,8.4,3,,,,,8.32,,,,,25.8,,,
AD84221,Barton Pond Site 2,7/13/2017 13:58,,,722,8.39,6,,,,,8.32,,,,,25.7,,,
AD84222,Barton Pond Site 2,7/13/2017 13:59,,,740,4.58,9,,,,,8.1,,,,,24.5,,,
AD84223,Barton Pond Site 2,7/13/2017 14:00,,,738,4.51,12,,,,,8.02,,,,,24.3,,,
AD84224,Barton Pond Site 2,7/13/2017 14:01,,,736,3.82,15,,,,,7.93,,,,,23.9,,,
AD84225,Barton Pond Site 2,7/13/2017 14:02,,,738,1.59,18,,,,,7.83,,,,,23.3,,,
AD84226,Barton Pond Site 3,7/13/2017 14:13,"Overcast, heavy storms last night, slightly breezy", <0.10,,,composite,613.1,38.4,0.4,5.95378,,,,0.0395,5.08,,>2419.6,5.6,
AD84227,Barton Pond Site 3,7/13/2017 14:14,,,688,5.75,surface,,,,,8.04,,,,,24.5,,,
AD84228,Barton Pond Site 3,7/13/2017 14:15,,,684,5.07,3,,,,,8,,,,,24.1,,,
AD84229,Barton Pond Site 3,7/13/2017 14:16,,,684,4.4,6,,,,,7.98,,,,,24.1,,,
AD87562,Barton Pond Site 1,7/26/2017 9:36,"Calm, saw large fish jump.  Pleasant day for boating",0.155,,,composite,3.1,<1,0.3,7.50238,,,,0.0374,5.25,,2419.6,5.2,
AD87563,Barton Pond Site 1,7/26/2017 9:37,,,755,6.96,surface,,,,,7.83,,,,,25,,,
AD87564,Barton Pond Site 1,7/26/2017 9:38,,,765,6.87,3,,,,,7.91,,,,,25,,,
AD87565,Barton Pond Site 1,7/26/2017 9:39,,,766,5.72,6,,,,,7.93,,,,,24.9,,,
AD87566,Barton Pond Site 1,7/26/2017 9:40,,,768,5.99,9,,,,,7.91,,,,,24.5,,,
AD87567,Barton Pond Site 1,7/26/2017 9:41,,,775,5.05,12,,,,,7.89,,,,,23.6,,,
AD87568,Barton Pond Site 1,7/26/2017 9:42,,,779,4.94,15,,,,,7.89,,,,,23.3,,,
AD87569,Barton Pond Site 1,7/26/2017 9:43,,,780,4.93,18,,,,,7.89,,,,,23.1,,,
AD87570,Barton Pond Site 2,7/26/2017 9:46,,,766,6.57,surface,,,,,8.05,,,,,25.1,,,
AD87571,Barton Pond Site 2,7/26/2017 9:47,"Calm, several fishermen out on boats.", <0.10,,,composite,4.1,<1,0.1,7.42889,,,,0.0352,5.5,,>2419.6,4,
AD87572,Barton Pond Site 2,7/26/2017 9:48,,,766,6.37,3,,,,,8.07,,,,,25,,,
AD87573,Barton Pond Site 2,7/26/2017 9:49,,,767,6.1,6,,,,,8.04,,,,,24.8,,,
AD87574,Barton Pond Site 2,7/26/2017 9:50,,,771,5.27,9,,,,,7.97,,,,,24,,,
AD87575,Barton Pond Site 2,7/26/2017 9:51,,,776,5.16,12,,,,,7.96,,,,,23.5,,,
AD87576,Barton Pond Site 2,7/26/2017 9:52,,,780,5.59,15,,,,,7.96,,,,,23.1,,,
AD87577,Barton Pond Site 2,7/26/2017 9:53,,,777,0,18,,,,,7.82,,,,,23,,,
AD87578,Barton Pond Site 3,7/26/2017 10:14,"Calm, saw 4 deer.  Seems like lower flow than normal.", <0.10,,,composite,34.5,<1,0.3,5.56531,,,,0.0383,6.167,,>2419.6,5.6,
AD87579,Barton Pond Site 3,7/26/2017 10:15,,,766,8.45,surface,,,,,8.14,,,,,23.7,,,
AD87580,Barton Pond Site 3,7/26/2017 10:16,,,781,6.81,3,,,,,8.13,,,,,23.7,,,
AD87581,Barton Pond Site 3,7/26/2017 10:17,,,781,6.62,6,,,,,8.1,,,,,23.6,,,
AD87582,Barton Pond Site 3,7/26/2017 10:18,,,779,3.77,9,,,,,7.97,,,,,23.4,,,
AD95132,Barton Pond Site 1,8/23/2017 11:00,, <0.10,,,,4.1,<1,0.2,2.87232,,,,0.0202,6'6'',,>2419.6,2.8,
AD95133,Barton Pond Site 1,8/23/2017 11:00,,,755,7.9,12',,,,,8.05,,,,,24,,,
AD95134,Barton Pond Site 1,8/23/2017 11:00,,,754,7.7,9',,,,,8.01,,,,,24.1,,,
AD95135,Barton Pond Site 1,8/23/2017 11:00,,,754,8.1,6',,,,,8.01,,,,,24,,,
AD95136,Barton Pond Site 1,8/23/2017 11:00,,,754,8.19,3',,,,,8.02,,,,,24.1,,,
AD95137,Barton Pond Site 1,8/23/2017 11:00,,,755,8.43,surface,,,,,7.97,,,,,24.1,,,
AD95151,Barton Pond Site 2,8/23/2017 11:17,, <0.10,,,,3.1,<1,0.1,2.38936,,,,0.0199,7'0'',,686.7,4.8,
AD95152,Barton Pond Site 2,8/23/2017 11:17,,,763,0,21',,,,,7.84,,,,,23,,,
AD95153,Barton Pond Site 2,8/23/2017 11:17,,,7.67,0,18',,,,,8.02,,,,,23.3,,,
AD95154,Barton Pond Site 2,8/23/2017 11:17,,,759,6.34,15',,,,,8.25,,,,,23.8,,,
AD95155,Barton Pond Site 2,8/23/2017 11:17,,,755,8.1,12',,,,,8.31,,,,,24,,,
AD95156,Barton Pond Site 2,8/23/2017 11:17,,,754,7.82,9',,,,,8.31,,,,,24.1,,,
AD95157,Barton Pond Site 2,8/23/2017 11:17,,,754,7.65,6',,,,,8.3,,,,,24.1,,,
AD95158,Barton Pond Site 2,8/23/2017 11:17,,,755,8.16,3',,,,,8.29,,,,,24.1,,,
AD95159,Barton Pond Site 2,8/23/2017 11:17,,,754,7.72,surface,,,,,8.23,,,,,24.1,,,
AD95160,Barton Pond Site 3,8/23/2017 11:45,, <0.10,,,,28.1,1,0.2,3.52325,,,,0.0207,6'0'',,>2419.6,3.2,
AD95161,Barton Pond Site 3,8/23/2017 11:45,,,761,4.97,9',,,,,8.06,,,,,23.2,,,
AD95162,Barton Pond Site 3,8/23/2017 11:45,,,775,5.94,6',,,,,8.12,,,,,23.4,,,
AD95163,Barton Pond Site 3,8/23/2017 11:45,,,777,6.49,3',,,,,8.15,,,,,23.4,,,
AD95164,Barton Pond Site 3,8/23/2017 11:45,,,777,6.14,surface,,,,,8.14,,,,,23.4,,,
AD96714,Barton Pond Site 1,8/30/2017 13:34,"Sunny, 77 deg F, lots of algae looking vegetation", <0.10,,,composite,9.4,<1,0.2,2.31062,,,,0.023,6.33,,980.4,3.6,
AD96715,Barton Pond Site 1,8/30/2017 13:35,,,766,8.95,surface,,,,,8.3,,,,,23.4,,,
AD96716,Barton Pond Site 1,8/30/2017 13:36,,,767,8.32,3,,,,,8.3,,,,,22.9,,,
AD96717,Barton Pond Site 1,8/30/2017 13:37,,,764,9.24,6,,,,,8.33,,,,,21.5,,,
AD96718,Barton Pond Site 1,8/30/2017 13:38,,,764,8.68,9,,,,,8.32,,,,,21,,,
AD96719,Barton Pond Site 1,8/30/2017 13:39,,,765,5.43,12,,,,,8.13,,,,,20.4,,,
AD96720,Barton Pond Site 1,8/30/2017 13:40,,,763,4.98,15,,,,,8.06,,,,,20.1,,,
AD96721,Barton Pond Site 1,8/30/2017 13:41,,,763,4.43,18,,,,,8.02,,,,,20.1,,,
AD96722,Barton Pond Site 2,8/30/2017 13:49,"Sunny, 77 deg F, calm day", <0.10,,,composite,14.8,<1,0.2,2.27912,,,,0.0319,7,,1203.3,2.4,
AD96723,Barton Pond Site 2,8/30/2017 13:50,,,761,9.29,surface,,,,,8.33,,,,,22.9,,,
AD96724,Barton Pond Site 2,8/30/2017 13:51,,,761,9.42,3,,,,,8.34,,,,,22.6,,,
