Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AD96725,Barton Pond Site 2,8/30/2017 13:52,,,764,9.48,6,,,,,8.35,,,,,21.7,,,
AD96726,Barton Pond Site 2,8/30/2017 13:53,,,765,8.33,9,,,,,8.3,,,,,21,,,
AD96727,Barton Pond Site 2,8/30/2017 13:54,,,764,5.16,12,,,,,8.11,,,,,20.4,,,
AD96728,Barton Pond Site 2,8/30/2017 13:55,,,768,4.57,15,,,,,8.04,,,,,20.2,,,
AD96729,Barton Pond Site 2,8/30/2017 13:56,,,761,5.15,18,,,,,8.03,,,,,20,,,
AD96730,Barton Pond Site 3,8/30/2017 14:09,"Sunny, 77 deg F, narrow channel without floating vegetation", <0.10,,,composite,613.1,4.2,0.3,5.00887,,,,0.0458,4.083,,>2419.6,6,
AD96731,Barton Pond Site 3,8/30/2017 14:10,,,747,7.13,surface,,,,,8.17,,,,,22.4,,,
AD96732,Barton Pond Site 3,8/30/2017 14:11,,,748,5.9,3,,,,,8.11,,,,,21,,,
AD96733,Barton Pond Site 3,8/30/2017 14:12,,,751,5.82,6,,,,,8.04,,,,,20.1,,,
AE00379,Barton Pond Site 1,9/13/2017 13:40,, <0.10,,,,1,1,0.2,3.77523,,,,0.0178,8',,547.5,2,
AE00380,Barton Pond Site 1,9/13/2017 13:40,,,778,15.48,0,,,,,7.82,,,,,18.8,,,
AE00381,Barton Pond Site 1,9/13/2017 13:40,,,777,14.4,3',,,,,7.91,,,,,18.7,,,
AE00382,Barton Pond Site 1,9/13/2017 13:40,,,789,13.39,6',,,,,7.93,,,,,18.3,,,
AE00383,Barton Pond Site 1,9/13/2017 13:40,,,798,12.11,9',,,,,7.91,,,,,17.9,,,
AE00384,Barton Pond Site 1,9/13/2017 13:40,,,805,12.01,12',,,,,7.91,,,,,17.7,,,
AE00385,Barton Pond Site 1,9/13/2017 13:40,,,807,12.48,15',,,,,7.92,,,,,17.6,,,
AE00386,Barton Pond Site 1,9/13/2017 13:40,,,807,11.83,18',,,,,7.93,,,,,17.4,,,
AE00387,Barton Pond Site 2,9/13/2017 13:55,, <0.10,,,,<1,<1,0.2,3.12429,,,,0.0165,9',,365.4,1.6,
AE00388,Barton Pond Site 2,9/13/2017 13:55,,,780,13.72,0,,,,,8.03,,,,,19,,,
AE00389,Barton Pond Site 2,9/13/2017 13:55,,,778,13.91,3',,,,,8.12,,,,,18.7,,,
AE00390,Barton Pond Site 2,9/13/2017 13:55,,,791,12.8,6',,,,,8.1,,,,,18.4,,,
AE00391,Barton Pond Site 2,9/13/2017 13:55,,,802,11.77,9',,,,,8.04,,,,,17.8,,,
AE00392,Barton Pond Site 2,9/13/2017 13:55,,,800,11.2,12',,,,,7.96,,,,,17.7,,,
AE00393,Barton Pond Site 2,9/13/2017 13:55,,,799,10.22,15',,,,,7.9,,,,,17.7,,,
AE00394,Barton Pond Site 2,9/13/2017 13:55,,,799,9.87,18',,,,,7.88,,,,,17.7,,,
AE00395,Barton Pond Site 2,9/13/2017 13:55,,,799,9.67,21',,,,,7.86,,,,,17.7,,,
AE00396,Barton Pond Site 3,9/13/2017 14:15,, <0.10,,,,8.3,<1,0.2,2.53635,,,,0.0184,7.5',,866.4,2.6,
AE00397,Barton Pond Site 3,9/13/2017 14:15,,,790,12.47,0',,,,,8.1,,,,,19.6,,,
AE00398,Barton Pond Site 3,9/13/2017 14:15,,,813,11.7,3',,,,,8.1,,,,,18.9,,,
AE00399,Barton Pond Site 3,9/13/2017 14:15,,,816,9.61,6',,,,,8.04,,,,,17.9,,,
AE03718,Barton Pond Site 1,9/26/2017 9:48,,,785,9.22,0ft,,,,,7.11,,,,,24.3,,,
AE03719,Barton Pond Site 1,9/26/2017 9:48,,,789,9.29,3ft,,,,,7.52,,,,,24.3,,,
AE03720,Barton Pond Site 1,9/26/2017 9:48,,,791,9.08,6ft,,,,,7.69,,,,,24.3,,,
AE03721,Barton Pond Site 1,9/26/2017 9:48,,,792,8.83,9ft,,,,,7.74,,,,,24.2,,,
AE03722,Barton Pond Site 1,9/26/2017 9:48,,,799,6.93,12ft,,,,,7.69,,,,,23.5,,,
AE03723,Barton Pond Site 1,9/26/2017 9:48,,,796,6.06,15ft,,,,,7.65,,,,,22.8,,,
AE03724,Barton Pond Site 1,9/26/2017 9:48,,,793,6.68,18ft,,,,,7.62,,,,,22.3,,,
AE03725,Barton Pond Site 1,9/26/2017 9:48,, <0.10,,,,4.1,<1,0.2,5.10336,,,,0.0408,8ft 9in,,410.6,2,
AE03726,Barton Pond Site 2,9/26/2017 10:02,,,788,9.22,0ft,,,,,7.99,,,,,24.5,,,
AE03727,Barton Pond Site 2,9/26/2017 10:02,,,789,9.76,3ft,,,,,8.11,,,,,24.4,,,
AE03728,Barton Pond Site 2,9/26/2017 10:02,,,789,9.7,6ft,,,,,8.15,,,,,24.4,,,
AE03729,Barton Pond Site 2,9/26/2017 10:02,,,797,8.29,9ft,,,,,8.07,,,,,24.1,,,
AE03730,Barton Pond Site 2,9/26/2017 10:02,,,799,6.09,12ft,,,,,7.93,,,,,23.8,,,
AE03731,Barton Pond Site 2,9/26/2017 10:02,,,793,5.82,15ft,,,,,7.86,,,,,22.7,,,
AE03732,Barton Pond Site 2,9/26/2017 10:02,,,793,5.93,18ft,,,,,7.83,,,,,22.2,,,
AE03733,Barton Pond Site 2,9/26/2017 10:02,, <0.10,,,,2,4.2,0.2,5.39208,,,,0.0267,7ft 6in,,435.2,1.2,
AE03734,Barton Pond Site 3,9/26/2017 10:25,,,792,7.9,0ft,,,,,8.09,,,,,24.9,,,
AE03735,Barton Pond Site 3,9/26/2017 10:25,,,795,7.07,3ft,,,,,8.06,,,,,24.7,,,
AE03736,Barton Pond Site 3,9/26/2017 10:25,,,805,6.71,6ft,,,,,8.03,,,,,23.5,,,
AE03737,Barton Pond Site 3,9/26/2017 10:25,, <0.10,,,,4.1,<1,0.2,4.51541,,,,0.0353,7ft,,>2419.6,1.2,
AE54262,Barton Pond Site 1,4/5/2018 13:07,,,711.7,15.57,0,,,,,7.61,,,,,4.6,,,
AE54263,Barton Pond Site 1,4/5/2018 13:07,,,710.2,14.22,3,,,,,7.7,,,,,4.5,,,
AE54264,Barton Pond Site 1,4/5/2018 13:07,,,711.8,14.14,6,,,,,7.74,,,,,4.5,,,
AE54265,Barton Pond Site 1,4/5/2018 13:07,,,703.8,15.2,9,,,,,7.81,,,,,4.2,,,
AE54266,Barton Pond Site 1,4/5/2018 13:07,,,702.7,15.8,12,,,,,7.83,,,,,4.2,,,
AE54267,Barton Pond Site 1,4/5/2018 13:07,,,703.9,15.51,15,,,,,7.87,,,,,4.2,,,
AE54268,Barton Pond Site 1,4/5/2018 13:07,,,702.9,15.32,18,,,,,7.92,,,,,4.2,,,
AE54269,Barton Pond Site 1,4/5/2018 13:07,,,702.9,15.35,21,,,,,7.94,,,,,4.3,,,
AE54270,Barton Pond Site 1,4/5/2018 13:07,, <0.10,,,,5.1,25.4,0.8,7.32989,,,,0.0335,"3'0""",,1986.3,7.8,
AE54274,Barton Pond Site 2,4/5/2018 13:29,,,699.7,15.31,0,,,,,8.07,,,,,4.4,,,
AE54275,Barton Pond Site 2,4/5/2018 13:29,,,699.8,14.66,3,,,,,8.09,,,,,4.4,,,
AE54276,Barton Pond Site 2,4/5/2018 13:29,,,700.4,15.13,6,,,,,8.09,,,,,4.3,,,
AE54277,Barton Pond Site 2,4/5/2018 13:29,,,703.3,15.48,9,,,,,8.11,,,,,4.3,,,
AE54278,Barton Pond Site 2,4/5/2018 13:29,,,705.8,15.38,12,,,,,8.12,,,,,4.3,,,
AE54279,Barton Pond Site 2,4/5/2018 13:29,,,704.9,15.38,15,,,,,8.13,,,,,4.3,,,
AE54280,Barton Pond Site 2,4/5/2018 13:29,,,707.7,15.33,18,,,,,8.15,,,,,4.4,,,
AE54281,Barton Pond Site 2,4/5/2018 13:29,, <0.10,,,,4,32.4,0.9,4.93139,,,,0.0353,"2'6""",,>2419.6,9,
AE61190,Barton Pond Site 2,4/30/2018 13:29,, <0.10,,,,1,<1.0,0.5,3.74779,,,,0.0178,7 ft,,387.3,2,
AE61191,Barton Pond Site 2,4/30/2018 13:29,,,746,15.61,Surface,,,,,8.88,,,,,13.4,,,
AE61192,Barton Pond Site 2,4/30/2018 13:29,,,746,16.88,3 ft,,,,,8.75,,,,,12.8,,,
AE61193,Barton Pond Site 2,4/30/2018 13:29,,,746,16.84,6 ft,,,,,8.7,,,,,12.5,,,
AE61194,Barton Pond Site 2,4/30/2018 13:29,,,744,17.69,9 ft,,,,,8.66,,,,,12.2,,,
AE61195,Barton Pond Site 2,4/30/2018 13:29,,,745,17.95,12 ft,,,,,8.62,,,,,11.8,,,
AE61196,Barton Pond Site 2,4/30/2018 13:29,,,744,18.47,15 ft,,,,,8.6,,,,,11.5,,,
AE61197,Barton Pond Site 2,4/30/2018 13:29,,,743,18.65,18 ft,,,,,8.6,,,,,11.4,,,
AE61198,Barton Pond Site 3,4/30/2018 14:00,,,745,16.85,Surface,,,,,8.48,,,,,11.9,,,
AE61199,Barton Pond Site 3,4/30/2018 14:00,,,746,17.04,3 ft,,,,,8.47,,,,,11.3,,,
AE61200,Barton Pond Site 3,4/30/2018 14:00,,,745,18.81,6 ft,,,,,8.48,,,,,11.2,,,
AE61201,Barton Pond Site 3,4/30/2018 14:00,, <0.10,,,,5.2,2,0.5,3.50273,,,,0.0194,"6' 6""",,325.5,2.4,
AE61202,Barton Pond Site 1,4/30/2018 13:10,,,746,23.04,Surface,,,,,8.11,,,,,13,,,
AE61203,Barton Pond Site 1,4/30/2018 13:10,,,746,19.13,3 ft,,,,,8.18,,,,,12.8,,,
AE61204,Barton Pond Site 1,4/30/2018 13:10,,,745,19.3,6 ft,,,,,8.24,,,,,12,,,
AE61205,Barton Pond Site 1,4/30/2018 13:10,,,744,19.6,9 ft,,,,,8.28,,,,,11.8,,,
AE61206,Barton Pond Site 1,4/30/2018 13:10,,,745,17.95,12 ft,,,,,8.62,,,,,11.8,,,
AE61207,Barton Pond Site 1,4/30/2018 13:10,,,745,19.42,15 ft,,,,,8.32,,,,,11.1,,,
AE61208,Barton Pond Site 1,4/30/2018 13:10,,,741,19.11,18 ft,,,,,8.3,,,,,11,,,
AE61209,Barton Pond Site 1,4/30/2018 13:10,,,744,17.08,21 ft,,,,,8.26,,,,,11,,,
AE61210,Barton Pond Site 1,4/30/2018 13:10,, <0.10,,,,10.8,<1.0,0.5,3.60701,,,,0.0195,7 ft,,488.4,2.2,
AE69500,Barton Pond Site 1,5/31/2018 13:45,,,692,7.46,Surface,,,,,7.46,,,,,25.2,,,
AE69501,Barton Pond Site 1,5/31/2018 13:45,,,693,5.8,3ft,,,,,7.57,,,,,25,,,
AE69502,Barton Pond Site 1,5/31/2018 13:45,,,766,5.24,6ft,,,,,7.65,,,,,24.6,,,
AE69503,Barton Pond Site 1,5/31/2018 13:45,,,692,4.95,9ft,,,,,7.67,,,,,24.4,,,
AE69504,Barton Pond Site 1,5/31/2018 13:45,,,692,4.83,12ft,,,,,7.69,,,,,24.3,,,
AE69505,Barton Pond Site 1,5/31/2018 13:45,,,692,5.01,15ft,,,,,7.7,,,,,24.3,,,
AE69506,Barton Pond Site 1,5/31/2018 13:45,,,692,5.08,18ft,,,,,7.71,,,,,24.2,,,
AE69507,Barton Pond Site 1,5/31/2018 13:45,,,693,4.4,21ft,,,,,7.71,,,,,24.2,,,
AE69508,Barton Pond Site 1,5/31/2018 13:45,"Clear, sunny, breezy day with 87°F. Pond water: greenish brown color.", <0.10,,,22ft,72.7,4.2,0.4,7.41853,,,,0.0315,5.5ft,,>2419.6,3.2,
AE69509,Barton Pond Site 2,5/31/2018 14:04,,,691,6.83,Surface,,,,,7.92,,,,,25.7,,,
AE69510,Barton Pond Site 2,5/31/2018 14:04,,,691,6.6,3ft,,,,,7.97,,,,,25.6,,,
AE69511,Barton Pond Site 2,5/31/2018 14:04,,,692,5.48,6ft,,,,,7.95,,,,,24.8,,,
AE69512,Barton Pond Site 2,5/31/2018 14:04,,,692,5.3,9ft,,,,,7.92,,,,,24.3,,,
AE69513,Barton Pond Site 2,5/31/2018 14:04,,,693,5,12ft,,,,,7.89,,,,,24.1,,,
AE69514,Barton Pond Site 2,5/31/2018 14:04,,,692,4.61,15ft,,,,,7.86,,,,,24.1,,,
AE69515,Barton Pond Site 2,5/31/2018 14:04,,,693,4.8,18ft,,,,,7.86,,,,,24,,,
AE69516,Barton Pond Site 2,5/31/2018 14:04,,,770,2.45,21ft,,,,,7.41,,,,,21.7,,,
AE69517,Barton Pond Site 2,5/31/2018 14:04,"Clear, sunny, breezy day with 87°F. Pond water: greenish brown color.", <0.10,,,21.5ft,51.2,2,0.4,7.74702,,,,0.033,5.5ft,,2419.6,4.8,
AE69524,Barton Pond Site 3,5/31/2018 14:26,,,695,7.52,Surface,,,,,7.4,,,,,24.9,,,
AE69525,Barton Pond Site 3,5/31/2018 14:26,,,694,7.18,3ft,,,,,8.01,,,,,24.8,,,
AE69526,Barton Pond Site 3,5/31/2018 14:26,,,694,7.03,6ft,,,,,8,,,,,24.7,,,
AE69527,Barton Pond Site 3,5/31/2018 14:26,,,694,6.81,9ft,,,,,7.99,,,,,24.7,,,
AE69528,Barton Pond Site 3,5/31/2018 14:26,"Clear, sunny, breezy day with 87°F. Pond water: greenish brown color.", <0.10,,,9ft,127.4,22.2,0.4,7.14218,,,,0.0313,4ft,,>2419.6,4.8,
AE72996,Barton Pond Site 1,6/14/2018 10:26,"Sunny, Windy",<0.10,,,composite,27.2,1,0.4,8.72727,,,,0.0289,6.5,,1986.3,2.8,
AE72997,Barton Pond Site 1,6/14/2018 10:27,,,723,7.95,0,,,,,7.66,,,,,22.4,,,
AE72998,Barton Pond Site 1,6/14/2018 10:28,,,723,7.5,3,,,,,7.79,,,,,22.4,,,
AE72999,Barton Pond Site 1,6/14/2018 10:29,,,723,7.6,6,,,,,7.93,,,,,22.4,,,
AE73000,Barton Pond Site 1,6/14/2018 10:30,,,723,7.68,9,,,,,7.95,,,,,22.4,,,
AE73001,Barton Pond Site 1,6/14/2018 10:31,,,723,7.5,12,,,,,7.96,,,,,22.4,,,
AE73002,Barton Pond Site 1,6/14/2018 10:32,,,724,6.7,15,,,,,7.96,,,,,22.1,,,
AE73003,Barton Pond Site 1,6/14/2018 10:33,,,730,6.6,18,,,,,7.93,,,,,21.7,,,
AE73004,Barton Pond Site 1,6/14/2018 10:34,,,744,0.85,21,,,,,7.82,,,,,19.5,,,
AE73005,Barton Pond Site 2,6/14/2018 10:55,"Sunny, Windy",<0.10,,,composite,22.6,3.1,0.4,8.89934,,,,0.0307,6.42,,2419.6,2.8,
AE73006,Barton Pond Site 2,6/14/2018 10:56,,,723,7.9,0,,,,,7.99,,,,,22.6,,,
AE73007,Barton Pond Site 2,6/14/2018 10:57,,,723,7.68,3,,,,,8.01,,,,,22.5,,,
AE73008,Barton Pond Site 2,6/14/2018 10:58,,,723,7.86,6,,,,,8.02,,,,,22.5,,,
AE73009,Barton Pond Site 2,6/14/2018 10:59,,,723,7.6,9,,,,,8.03,,,,,22.4,,,
AE73010,Barton Pond Site 2,6/14/2018 11:00,,,723,7.42,12,,,,,8.03,,,,,22.4,,,
AE73011,Barton Pond Site 2,6/14/2018 11:01,,,738,1.22,15,,,,,7.86,,,,,20.8,,,
AE73012,Barton Pond Site 2,6/14/2018 11:02,,,739,0.43,18,,,,,7.68,,,,,20.3,,,
AE73013,Barton Pond Site 3,6/14/2018 11:18,"Sunny, Windy, sides of river have algae layer",<0.10,,,composite,53.7,1,0.4,8.45092,,,,0.0312,6.58,,>2419.6,5.6,
AE73014,Barton Pond Site 3,6/14/2018 11:19,,,714,7.12,3,,,,,7.98,,,,,22.3,,,
AE73015,Barton Pond Site 3,6/14/2018 11:20,,,723,6.35,6,,,,,7.96,,,,,21.4,,,
AE73016,Barton Pond Site 3,6/14/2018 11:21,,,723,6.13,9,,,,,7.95,,,,,21.4,,,
AE76109,Barton Pond Site 1,6/26/2018 13:20,, <0.10,,,,16.1,1,0.4,7.4081,,,,0.0587,6',,1732.9,25.8,
AE76110,Barton Pond Site 1,6/26/2018 13:20,,,785,2.01,21',,,,,7.71,,,,,21,,,
AE76111,Barton Pond Site 1,6/26/2018 13:20,,,786,4.7,18',,,,,7.78,,,,,21.2,,,
AE76112,Barton Pond Site 1,6/26/2018 13:20,,,785,5.35,15',,,,,7.78,,,,,21.4,,,
AE76113,Barton Pond Site 1,6/26/2018 13:20,,,783,6.3,12',,,,,7.8,,,,,21.6,,,
AE76114,Barton Pond Site 1,6/26/2018 13:20,,,780,7.57,9',,,,,7.83,,,,,21.7,,,
AE76115,Barton Pond Site 1,6/26/2018 13:20,,,778,7.85,6',,,,,7.82,,,,,21.9,,,
AE76116,Barton Pond Site 1,6/26/2018 13:20,,,778,8.5,3',,,,,7.78,,,,,22.1,,,
AE76117,Barton Pond Site 1,6/26/2018 13:20,,,778,8.64,0,,,,,7.73,,,,,22.6,,,
AE76118,Barton Pond Site 2,6/26/2018 13:42,, <0.10,,,,12.2,<1.0,0.4,7.54888,,,,0.0252,"6'6""",,1203.3,3,
AE76119,Barton Pond Site 2,6/26/2018 13:42,,,786,5.45,15',,,,,7.94,,,,,21.3,,,
AE76120,Barton Pond Site 2,6/26/2018 13:42,,,782,7,12',,,,,8,,,,,21.7,,,
AE76121,Barton Pond Site 2,6/26/2018 13:42,,,780,8.1,9',,,,,8.02,,,,,21.8,,,
AE76122,Barton Pond Site 2,6/26/2018 13:42,,,779,8.27,6',,,,,8.01,,,,,21.9,,,
AE76123,Barton Pond Site 2,6/26/2018 13:42,,,778,8.45,3',,,,,8,,,,,22.1,,,
AE76124,Barton Pond Site 2,6/26/2018 13:42,,,780,8.88,0,,,,,7.8,,,,,22.7,,,
AE76125,Barton Pond Site 3,6/26/2018 14:03,, <0.10,,,,33.3,1,0.4,6.77198,,,,0.0252,6',,>2419.6,4.2,
AE76126,Barton Pond Site 3,6/26/2018 14:03,,,789,6.75,3',,,,,8.03,,,,,22,,,
AE76127,Barton Pond Site 3,6/26/2018 14:03,,,786,7.92,0,,,,,8.04,,,,,22.8,,,
AE82181,Barton Pond Site 1,7/19/2018 11:31,Sunny. Calm waters. ,0.154,,,,9.5,<1.0,0.2,5.31202,,,,0.0397,5.6,,>2419.6,3.2,
AE82189,Barton Pond Site 2,7/19/2018 11:43,Sunny. Calm waters. , <0.10,,,,5.2,<1.0,0.2,4.74369,,,,0.0404,5,,>2419.6,2,
AE82196,Barton Pond Site 3,7/19/2018 12:02,Sunny. Calm waters. , <0.10,,,,7.3,<1.0,0.2,3.64351,,,,0.0355,6,,>2419.6,2.8,
AE82201,Barton Pond Site 1,7/19/2018 11:31,,,829,8.13,Surface,,,,,7.58,,,,,26.2,,,
AE82202,Barton Pond Site 1,7/19/2018 11:31,,,831,8.04,3 feet,,,,,7.63,,,,,26.2,,,
AE82203,Barton Pond Site 1,7/19/2018 11:31,,,836,6.06,6 feet,,,,,7.62,,,,,25.7,,,
AE82204,Barton Pond Site 1,7/19/2018 11:31,,,838,5.08,9 feet,,,,,7.59,,,,,25.6,,,
AE82205,Barton Pond Site 1,7/19/2018 11:31,,,841,3.43,12 feet,,,,,7.8,,,,,25.2,,,
AE82206,Barton Pond Site 1,7/19/2018 11:31,,,840,2.51,15 feet,,,,,7.53,,,,,25.1,,,
AE82207,Barton Pond Site 1,7/19/2018 11:31,,,841,2.41,18 feet,,,,,7.49,,,,,24.8,,,
AE82208,Barton Pond Site 1,7/19/2018 11:31,,,839,0.41,21 feet,,,,,7.46,,,,,24.8,,,
AE82209,Barton Pond Site 2,7/19/2018 11:43,,,828,10.14,Surface,,,,,7.92,,,,,26.4,,,
AE82210,Barton Pond Site 2,7/19/2018 11:43,,,828,10.21,3 feet,,,,,8.02,,,,,26.3,,,
AE82211,Barton Pond Site 2,7/19/2018 11:43,,,839,5.53,6 feet,,,,,7.96,,,,,25.8,,,
AE82212,Barton Pond Site 2,7/19/2018 11:43,,,840,4.89,9 feet,,,,,7.85,,,,,25.4,,,
AE82213,Barton Pond Site 2,7/19/2018 11:43,,,841,3.43,12 feet,,,,,7.56,,,,,25.2,,,
AE82214,Barton Pond Site 2,7/19/2018 11:43,,,842,4.21,15 feet,,,,,7.77,,,,,25,,,
AE82215,Barton Pond Site 3,7/19/2018 12:02,,,828,9.91,Surface,,,,,7.97,,,,,25.8,,,
AE82216,Barton Pond Site 3,7/19/2018 12:02,,,830,9.7,3 feet,,,,,7.98,,,,,25.8,,,
AE82217,Barton Pond Site 3,7/19/2018 12:02,,,831,8.66,6 feet,,,,,7.98,,,,,24.8,,,
AE85745,Barton Pond Site 1,8/1/2018 10:23,"Warm, cloudy, calm waters.",<0.10,,,,5.2,2,0.2,4.43605,,,,0.0347,5.75,,686.7,4.4,
AE85746,Barton Pond Site 1,8/1/2018 10:23,,,829,7.56,Surface,,,,,7.08,,,,,23.1,,,
AE85747,Barton Pond Site 1,8/1/2018 10:23,,,829,7.1,3 feet,,,,,7.32,,,,,23.2,,,
AE85748,Barton Pond Site 1,8/1/2018 10:23,,,829,6.97,6 feet,,,,,7.51,,,,,23.1,,,
AE85749,Barton Pond Site 1,8/1/2018 10:23,,,829,6.77,9 feet,,,,,7.59,,,,,23.1,,,
AE85750,Barton Pond Site 1,8/1/2018 10:23,,,829,6.8,12 feet,,,,,7.63,,,,,23.1,,,
AE85751,Barton Pond Site 1,8/1/2018 10:23,,,829,7.05,15 feet,,,,,7.69,,,,,23.1,,,
AE85752,Barton Pond Site 1,8/1/2018 10:23,,,838,5.13,18 feet,,,,,7.69,,,,,22.9,,,
AE85753,Barton Pond Site 1,8/1/2018 10:23,,,857,0.74,21 feet,,,,,7.59,,,,,22.1,,,
AE85754,Barton Pond Site 2,8/1/2018 10:37,"Warm, cloudy, calm waters.",<0.10,,,,6.3,<1,0.2,4.48819,,,,0.0308,6.08,,980.4,3.6,
AE85755,Barton Pond Site 2,8/1/2018 10:37,,,827,7.83,Surface,,,,,7.84,,,,,23.2,,,
AE85756,Barton Pond Site 2,8/1/2018 10:37,,,827,7.66,3 feet,,,,,7.89,,,,,23.2,,,
AE85757,Barton Pond Site 2,8/1/2018 10:37,,,827,7.59,6 feet,,,,,7.9,,,,,23.1,,,
AE85758,Barton Pond Site 2,8/1/2018 10:37,,,827,7.6,9 feet,,,,,7.92,,,,,23.1,,,
AE85759,Barton Pond Site 2,8/1/2018 10:37,,,828,7.3,12 feet,,,,,7.93,,,,,23.1,,,
AE85760,Barton Pond Site 2,8/1/2018 10:37,,,828,6.73,15 feet,,,,,7.93,,,,,23.1,,,
AE85761,Barton Pond Site 2,8/1/2018 10:37,,,842,4.07,18 feet,,,,,7.87,,,,,22.9,,,
AE85762,Barton Pond Site 3,8/1/2018 10:54,"Warm, cloudy, calm waters.",<0.10,,,,37.9,16.4,0.2,3.34109,,,,0.033,5.33,,>2419.6,5.2,
AE85763,Barton Pond Site 3,8/1/2018 10:54,,,828,5.88,Surface,,,,,7.85,,,,,22.1,,,
AE85764,Barton Pond Site 3,8/1/2018 10:54,,,829,6.57,3 feet,,,,,7.87,,,,,22,,,
AE85765,Barton Pond Site 3,8/1/2018 10:54,,,829,,6 feet,,,,,7.9,,,,,21.8,,,
AE89480,Barton Pond Site 1,8/15/2018 9:32,, <0.10,,,,3,1,0.2,3.3098,,,,0.0768,6',,>2419.6,17.2,
AE89481,Barton Pond Site 1,8/15/2018 9:32,,,812,7.8,0',,,,,7.68,,,,,25.8,,,
AE89482,Barton Pond Site 1,8/15/2018 9:32,,,813,7.51,3',,,,,7.79,,,,,25.8,,,
AE89483,Barton Pond Site 1,8/15/2018 9:32,,,813,7.2,6',,,,,7.88,,,,,25.8,,,
AE89484,Barton Pond Site 1,8/15/2018 9:32,,,813,7.7,9',,,,,7.95,,,,,25.8,,,
AE89485,Barton Pond Site 1,8/15/2018 9:32,,,820,5.21,12',,,,,7.89,,,,,25.1,,,
AE89486,Barton Pond Site 1,8/15/2018 9:32,,,821,3.47,15',,,,,7.8,,,,,24.6,,,
AE89487,Barton Pond Site 1,8/15/2018 9:32,,,823,2.14,18',,,,,7.73,,,,,24.4,,,
AE89488,Barton Pond Site 1,8/15/2018 9:32,,,824,0.84,21',,,,,7.68,,,,,24.1,,,
AE89489,Barton Pond Site 2,8/15/2018 10:18,,,812,9.12,0',,,,,8.06,,,,,26,,,
AE89490,Barton Pond Site 2,8/15/2018 10:18,,,812,9.12,3',,,,,8.09,,,,,25.8,,,
AE89491,Barton Pond Site 2,8/15/2018 10:18,,,814,8.69,6',,,,,8.1,,,,,25.7,,,
AE89492,Barton Pond Site 2,8/15/2018 10:18,,,820,7.77,9',,,,,8.07,,,,,25.4,,,
AE89493,Barton Pond Site 2,8/15/2018 10:18,,,824,3.6,12',,,,,7.96,,,,,24.7,,,
AE89494,Barton Pond Site 2,8/15/2018 10:18,,,828,0,15',,,,,7.78,,,,,23.5,,,
AE89495,Barton Pond Site 2,8/15/2018 10:18,,,857,0,18',,,,,7.64,,,,,22.2,,,
AE89496,Barton Pond Site 2,8/15/2018 10:18,,,878,0,21',,,,,7.59,,,,,21.2,,,
AE89497,Barton Pond Site 2,8/15/2018 10:18,,0.246,,,,2,1,0.1,1.70907,,,,0.1007,"6'3""",,>2419.6,6,
AE89498,Barton Pond Site 3,8/15/2018 10:37,,,821,7.83,0',,,,,8.02,,,,,25.7,,,
AE89499,Barton Pond Site 3,8/15/2018 10:37,,,822,6.92,3',,,,,8,,,,,25.4,,,
AE89500,Barton Pond Site 3,8/15/2018 10:37,,,819,6.31,6',,,,,7.99,,,,,25.2,,,
AE89501,Barton Pond Site 3,8/15/2018 10:37,,,815,3.56,8',,,,,7.93,,,,,25,,,
AE89502,Barton Pond Site 3,8/15/2018 10:37,, <0.10,,,,12.2,2,0.2,2.02192,,,,0.0306,"5'8""",,>2419.6,5.2,
AE92921,Barton Pond Site 1,8/28/2018 13:04,,,801,6.55,Surface,,,,,7.51,,,,,24.7,,,
AE92922,Barton Pond Site 1,8/28/2018 13:04,,,798,6.52,3 ft,,,,,7.62,,,,,24.7,,,
AE92923,Barton Pond Site 1,8/28/2018 13:04,,,799,5.36,6 ft,,,,,7.68,,,,,24.4,,,
AE92924,Barton Pond Site 1,8/28/2018 13:04,,,806,4.7,9 ft,,,,,7.66,,,,,22.5,,,
AE92925,Barton Pond Site 1,8/28/2018 13:04,,,806,4.69,12 ft,,,,,7.63,,,,,22.4,,,
AE92926,Barton Pond Site 1,8/28/2018 13:04,,,808,4.35,15 ft,,,,,7.64,,,,,22.2,,,
AE92927,Barton Pond Site 1,8/28/2018 13:04,,,808,4.22,18 ft,,,,,7.65,,,,,22.1,,,
AE92928,Barton Pond Site 1,8/28/2018 13:04,,,809,3.75,21 ft,,,,,7.65,,,,,22.1,,,
AE92929,Barton Pond Site 1,8/28/2018 13:04,Overcast and raining., <0.10,,,22',2,3.1,0.2,2.80403,,,,0.0345,"5'9""",,>2419.6,3.6,
AE92930,Barton Pond Site 2,8/28/2018 13:38,,,797,8.83,Surface,,,,,8.06,,,,,24.9,,,
AE92931,Barton Pond Site 2,8/28/2018 13:38,,,798,8.87,3 ft,,,,,8.14,,,,,24.8,,,
AE92932,Barton Pond Site 2,8/28/2018 13:38,,,802,8.57,6 ft,,,,,8.12,,,,,24.5,,,
