Sample ID,Location description,Collection Date/Time,!OBS_BARTON_PND,AMMONIA,COND_FIELD,DO_FIELD,DPTH_MSRMNT_TKN,ECOLI_MPN,ENTERO_MPN,NITRATE,NITRITE PH,PH_FIELD,PHOS_META,PHOS_ORTHO,PHOS_TOTAL,SECCI_DEPTH,TEMP_C_FIELD,TOTAL_COLI_MPN,TSS,UV254
AH76426,site 1,6/21/2021 10:54,,,850.0,2.96,,,,,,7.81,,,,,23.75,,,
AH80945,site 3,7/7/2021 10:47,,,792.0,3.72,,,,,,7.87,,,,,26.85,,,
AH80946,site 3,7/7/2021 10:47,,,795.0,3.15,,,,,,7.85,,,,,25.99,,,
AH80947,site 3,7/7/2021 10:47,,,794.0,3.17,,,,,,7.86,,,,,26.18,,,
AH80948,site 2,7/7/2021 11:07,,,794.0,4.07,,,,,,7.96,,,,,27.46,,,
AH80949,site 2,7/7/2021 11:07,,,792.0,3.68,,,,,,7.89,,,,,26.88,,,
AH80950,site 2,7/7/2021 11:07,,,793.0,3.78,,,,,,7.96,,,,,27.12,,,
AH80951,site 2,7/7/2021 11:07,,,793.0,3.89,,,,,,7.96,,,,,27.33,,,
AH80952,site 2,7/7/2021 11:07,,,791.0,2.72,,,,,,7.75,,,,,25.8,,,
AH80953,site 2,7/7/2021 11:07,,,792.0,3.31,,,,,,7.85,,,,,26.46,,,
AH80954,site 2,7/7/2021 11:07,,,792.0,3.53,,,,,,7.88,,,,,26.79,,,
AH80955,site 1,7/7/2021 11:44,,,794.0,4.0,,,,,,7.98,,,,,27.6,,,
AH80956,site 1,7/7/2021 11:44,,,793.0,3.78,,,,,,7.9,,,,,26.83,,,
AH80957,site 1,7/7/2021 11:44,,,793.0,3.81,,,,,,7.89,,,,,26.82,,,
AH80958,site 1,7/7/2021 11:44,,,794.0,3.88,,,,,,7.95,,,,,27.56,,,
AH80959,site 1,7/7/2021 11:44,,,788.0,2.33,,,,,,7.64,,,,,25.5,,,
AH80960,site 1,7/7/2021 11:44,,,789.0,2.68,,,,,,7.67,,,,,25.62,,,
AH80961,site 1,7/7/2021 11:44,,,792.0,3.05,,,,,,7.72,,,,,25.93,,,
AH80962,site 1,7/7/2021 11:44,,,793.0,3.74,,,,,,7.88,,,,,26.78,,,
AH80963,site 1,7/7/2021 11:44,,,792.0,3.63,,,,,,7.89,,,,,26.81,,,
AH84933,site 3,7/21/2021 11:17,,,732.0,2.83,,,,,,7.93,,,,,24.07,,,
AH84934,site 3,7/21/2021 11:17,,,732.0,2.94,,,,,,7.93,,,,,24.31,,,
AH84936,site 2,7/21/2021 10:53,,,720.0,3.39,,,,,,7.99,,,,,24.9,,,
AH84937,site 2,7/21/2021 10:53,,,720.0,3.41,,,,,,7.99,,,,,24.97,,,
AH84938,site 2,7/21/2021 10:53,,,720.0,3.52,,,,,,7.98,,,,,25.02,,,
AH84939,site 2,7/21/2021 10:53,,,699.0,1.15,,,,,,7.63,,,,,23.7,,,
AH84940,site 2,7/21/2021 10:53,,,714.0,3.2,,,,,,7.92,,,,,21.61,,,
AH84941,site 2,7/21/2021 10:53,,,719.0,3.48,,,,,,7.97,,,,,24.87,,,
AH84942,site 2,7/21/2021 10:53,,,719.0,3.32,,,,,,7.98,,,,,24.86,,,
AH84944,site 1,7/21/2021 10:25,,,719.0,3.38,,,,,,8.02,,,,,24.9,,,
AH84945,site 1,7/21/2021 10:25,,,719.0,3.52,,,,,,8.04,,,,,24.9,,,
AH84946,site 1,7/21/2021 10:25,,,717.0,3.4,,,,,,8.02,,,,,24.78,,,
AH84947,site 1,7/21/2021 10:25,,,706.0,2.9,,,,,,7.79,,,,,24.32,,,
AH84948,site 1,7/21/2021 10:25,,,719.0,3.55,,,,,,7.97,,,,,24.88,,,
AH84949,site 1,7/21/2021 10:25,,,719.0,3.56,,,,,,7.98,,,,,24.91,,,
AH84950,site 1,7/21/2021 10:25,,,719.0,3.69,,,,,,8.0,,,,,24.91,,,
AH84951,site 1,7/21/2021 10:25,,,719.0,3.32,,,,,,8.02,,,,,24.86,,,
AH92610,site 3,8/16/2021 11:55,,,725.0,4.56,,,,,,7.77,,,,,23.25,,,
AH92611,site 3,8/16/2021 11:55,,,725.0,4.56,,,,,,7.77,,,,,23.27,,,
AH92613,site 2,8/16/2021 11:22,,,708.0,4.7,,,,,,7.79,,,,,24.05,,,
AH92614,site 2,8/16/2021 11:22,,,707.0,4.9,,,,,,7.85,,,,,24.14,,,
AH92615,site 2,8/16/2021 11:22,,,702.0,3.39,,,,,,7.27,,,,,23.36,,,
AH92616,site 2,8/16/2021 11:22,,,707.0,4.45,,,,,,7.72,,,,,23.87,,,
AH92617,site 2,8/16/2021 11:22,,,707.0,4.51,,,,,,7.73,,,,,24.89,,,
AH92618,site 2,8/16/2021 11:22,,,706.0,4.7,,,,,,7.73,,,,,23.92,,,
AH92619,site 1,8/16/2021 10:52,,,703.0,4.32,,30.9,45.3,,,7.78,,,,,24.15,1986.3,,
AH92620,site 1,8/16/2021 10:52,,,707.0,4.48,,,,,,7.81,,,,,24.05,,,
AH92621,site 1,8/16/2021 10:52,,,705.0,4.74,,,,,,7.83,,,,,24.14,,,
AH92622,site 1,8/16/2021 10:52,,,705.0,4.37,,,,,,7.84,,,,,24.17,,,
AH92623,site 1,8/16/2021 10:52,,,708.0,4.34,,,,,,7.78,,,,,24.04,,,
AH92624,site 1,8/16/2021 10:52,,,707.0,4.78,,,,,,7.78,,,,,24.05,,,
AH92625,site 1,8/16/2021 10:52,,,707.0,4.38,,,,,,7.79,,,,,24.07,,,
AH92626,site 1,8/16/2021 10:52,,,706.0,4.62,,,,,,7.8,,,,,24.07,,,
AH96917,site 3,9/1/2021 10:55,,,722.0,3.67,,,,,,7.97,,,,,24.54,,,
AH96918,site 3,9/1/2021 10:55,,,726.0,3.87,,,,,,8.02,,,,,24.64,,,
AH96919,site 2,9/1/2021 10:20,,,722.0,4.08,,13.2,8.7,,,7.96,,,,,25.92,1986.3,,
AH96920,site 2,9/1/2021 10:20,,,723.0,3.8,,,,,,7.96,,,,,25.89,,,
AH96921,site 2,9/1/2021 10:20,,,723.0,3.69,,,,,,7.98,,,,,25.91,,,
AH96922,site 2,9/1/2021 10:20,,,723.0,3.85,,,,,,7.96,,,,,25.92,,,
AH96923,site 2,9/1/2021 10:20,,,722.0,3.02,,,,,,7.73,,,,,25.41,,,
AH96924,site 2,9/1/2021 10:20,,,722.0,3.25,,,,,,7.78,,,,,25.51,,,
AH96925,site 2,9/1/2021 10:20,,,723.0,3.43,,,,,,7.85,,,,,25.71,,,
AH96926,site 2,9/1/2021 10:20,,,723.0,3.74,,,,,,7.93,,,,,25.84,,,
AH96927,site 1,9/1/2021 9:33,,,720.0,4.27,,16.4,11.1,,,7.93,,,,,25.86,165.2,,
AH96928,site 1,9/1/2021 9:33,,,723.0,3.8,,,,,,7.97,,,,,25.86,,,
AH96929,site 1,9/1/2021 9:33,,,723.0,4.05,,,,,,7.98,,,,,25.87,,,
AH96930,site 1,9/1/2021 9:33,,,722.0,4.21,,,,,,7.96,,,,,25.86,,,
AH96931,site 1,9/1/2021 9:33,,,723.0,3.63,,,,,,7.95,,,,,25.86,,,
AH96932,site 1,9/1/2021 9:33,,,723.0,3.62,,,,,,7.96,,,,,25.86,,,
AH96933,site 1,9/1/2021 9:33,,,723.0,3.6,,,,,,7.96,,,,,25.86,,,
AH96934,site 1,9/1/2021 9:33,,,723.0,3.67,,,,,,7.97,,,,,25.86,,,
AH96935,site 1,9/1/2021 9:33,,,723.0,3.71,,,,,,7.95,,,,,25.86,,,
AI02610,site 3,9/21/2021 9:50,,,770.0,3.93,,146.7,109.1,,,7.81,,,,,21.87,2419.6,,
AI02611,site 3,9/21/2021 9:50,,,775.0,3.42,,,,,,7.66,,,,,21.73,,,
AI02612,site 3,9/21/2021 9:50,,,771.0,4.0,,,,,,7.8,,,,,21.88,,,
AI02613,site 2,9/21/2021 9:27,,,774.0,4.23,,31.3,23.8,,,7.88,,,,,22.17,770.1,,
AI02614,site 2,9/21/2021 9:27,,,776.0,3.96,,,,,,7.86,,,,,22.13,,,
AI02615,site 2,9/21/2021 9:27,,,776.0,4.21,,,,,,7.87,,,,,22.16,,,
AI02616,site 2,9/21/2021 9:27,,,776.0,4.2,,,,,,7.87,,,,,22.17,,,
AI02617,site 2,9/21/2021 9:27,,,781.0,3.07,,,,,,7.65,,,,,21.61,,,
AI02618,site 2,9/21/2021 9:27,,,779.0,3.79,,,,,,7.74,,,,,21.79,,,
AI02619,site 2,9/21/2021 9:27,,,777.0,3.96,,,,,,7.78,,,,,21.91,,,
AI02620,site 1,9/21/2021 10:22,,,777.0,3.9,,18.7,47.8,,,7.79,,,,,22.19,1553.1,,
AI02621,site 1,9/21/2021 10:22,,,778.0,3.97,,,,,,7.84,,,,,22.02,,,
AI02622,site 1,9/21/2021 10:22,,,778.0,3.75,,,,,,7.84,,,,,22.1,,,
AI02623,site 1,9/21/2021 10:22,,,777.0,4.05,,,,,,7.85,,,,,22.2,,,
AI02624,site 1,9/21/2021 10:22,,,780.0,3.35,,,,,,7.66,,,,,21.66,,,
AI02625,site 1,9/21/2021 10:22,,,781.0,3.45,,,,,,7.71,,,,,21.77,,,
AI02626,site 1,9/21/2021 10:22,,,781.0,3.64,,,,,,7.73,,,,,21.77,,,
AI02627,site 1,9/21/2021 10:22,,,780.0,3.81,,,,,,7.78,,,,,21.85,,,
AI04916,site 3,9/29/2021 8:55,,,752.0,4.04,,,,,,7.84,,,,,17.62,,,
AI04917,site 3,9/29/2021 8:55,,,752.0,4.11,,,,,,7.83,,,,,17.63,,,
AI04919,site 2,9/29/2021 8:24,,,740.0,4.4,,,,,,7.77,,,,,18.6,,,
AI04920,site 2,9/29/2021 8:24,,,740.0,4.32,,,,,,7.75,,,,,18.61,,,
AI04921,site 2,9/29/2021 8:24,,,740.0,4.51,,,,,,7.75,,,,,18.6,,,
AI04922,site 2,9/29/2021 8:24,,,742.0,4.45,,,,,,7.77,,,,,18.59,,,
AI04923,site 2,9/29/2021 8:24,,,742.0,4.47,,,,,,7.77,,,,,18.59,,,
AI04924,site 2,9/29/2021 8:24,,,741.0,4.43,,,,,,7.77,,,,,18.58,,,
AI04925,site 1,9/29/2021 9:31,,,737.0,4.68,,54.8,109.1,,,7.95,,,,,18.58,2419.6,,
AI04926,site 1,9/29/2021 9:31,,,738.0,4.58,,,,,,7.94,,,,,18.59,,,
AI04927,site 1,9/29/2021 9:31,,,738.0,4.55,,,,,,7.94,,,,,18.59,,,
AI04928,site 1,9/29/2021 9:31,,,737.0,4.58,,,,,,7.94,,,,,18.59,,,
AI04929,site 1,9/29/2021 9:31,,,739.0,4.34,,,,,,7.93,,,,,18.59,,,
AI04930,site 1,9/29/2021 9:31,,,739.0,4.6,,,,,,7.94,,,,,18.6,,,
AI04931,site 1,9/29/2021 9:31,,,739.0,4.68,,,,,,7.93,,,,,18.6,,,
AI04932,site 1,9/29/2021 9:31,,,739.0,4.58,,,,,,7.93,,,,,18.6,,,
AI04933,site 1,9/29/2021 9:31,,,738.0,4.64,,,,,,7.93,,,,,18.59,,,
AI69036,site 1,5/10/2022 9:32,,,708.0,7.63,,8.6,16.4,,,7.99,,,,,15.36,648.8,,
AI69037,site 1,5/10/2022 9:32,,,709.0,7.29,,,,,,7.94,,,,,15.32,,,
AI69038,site 1,5/10/2022 9:32,,,709.0,7.57,,,,,,7.95,,,,,15.32,,,
AI69039,site 1,5/10/2022 9:32,,,708.0,7.53,,,,,,7.96,,,,,15.34,,,
AI69040,site 1,5/10/2022 9:32,,,709.0,7.23,,,,,,7.92,,,,,15.27,,,
AI69041,site 1,5/10/2022 9:32,,,709.0,7.35,,,,,,7.92,,,,,15.29,,,
AI69043,site 2,5/10/2022 7:43,,,708.0,8.39,,6.3,11.1,,,8.02,,,,,15.36,435.2,,
AI69044,site 2,5/10/2022 7:43,,,709.0,7.72,,,,,,7.98,,,,,15.32,,,
AI69045,site 2,5/10/2022 7:43,,,708.0,7.92,,,,,,8.0,,,,,15.35,,,
AI69046,site 2,5/10/2022 7:43,,,708.0,8.02,,,,,,8.0,,,,,15.36,,,
AI69047,site 2,5/10/2022 7:43,,,709.0,7.66,,,,,,7.94,,,,,15.14,,,
AI69048,site 2,5/10/2022 7:43,,,710.0,7.38,,,,,,7.95,,,,,15.26,,,
AI69049,site 2,5/10/2022 7:43,,,710.0,7.62,,,,,,7.96,,,,,15.28,,,
AI69053,site 3,5/10/2022 9:14,,,719.0,6.55,,9.7,25.4,,,7.84,,,,,14.52,648.8,,
AI69054,site 3,5/10/2022 9:14,,,721.0,6.13,,,,,,7.78,,,,,14.13,,,
AI69055,site 3,5/10/2022 9:14,,,720.0,6.42,,,,,,7.8,,,,,14.34,,,
AI75247,site 3,6/1/2022 9:47,,,748.0,5.07,,,,,,7.59,,,,,22.49,,,
AI75248,site 3,6/1/2022 9:47,,,749.0,5.4,,,,,,7.6,,,,,22.74,,,
AI75249,site 2,6/1/2022 10:13,,,743.0,5.73,,29.8,,,,7.87,,,,,24.4,1119.9,,
AI75250,site 2,6/1/2022 10:13,,,749.0,5.38,,,,,,7.86,,,,,24.04,,,
AI75251,site 2,6/1/2022 10:13,,,744.0,5.6,,,,,,7.89,,,,,24.17,,,
AI75252,site 2,6/1/2022 10:13,,,743.0,5.7,,,,,,7.9,,,,,24.27,,,
AI75253,site 2,6/1/2022 10:13,,,728.0,5.35,,,,,,7.73,,,,,22.73,,,
AI75254,site 2,6/1/2022 10:13,,,739.0,5.57,,,,,,7.78,,,,,23.2,,,
AI75255,site 2,6/1/2022 10:13,,,749.0,5.39,,,,,,7.83,,,,,23.96,,,
AI75256,site 1,6/1/2022 10:28,,,728.0,5.59,,39.3,,,,7.92,,,,,24.56,2419.6,,
AI75257,site 1,6/1/2022 10:28,,,746.0,5.35,,,,,,7.86,,,,,24.07,,,
AI75258,site 1,6/1/2022 10:28,,,745.0,5.6,,,,,,7.9,,,,,24.13,,,
AI75259,site 1,6/1/2022 10:28,,,745.0,5.63,,,,,,7.9,,,,,24.14,,,
AI75260,site 1,6/1/2022 10:28,,,739.0,5.19,,,,,,7.78,,,,,22.97,,,
AI75261,site 1,6/1/2022 10:28,,,741.0,5.31,,,,,,7.79,,,,,23.42,,,
AI75262,site 1,6/1/2022 10:28,,,748.0,5.33,,,,,,7.85,,,,,23.83,,,
AI81050,site 1,6/22/2022 8:30,"Sunny, breezy, no clouds, river weed growing.",0.0384,,,,,,0.4,8.15161,,,0.0063,0.0246,5.25,,,1.6,0.2245
AI81051,site 1,6/22/2022 8:30,,,781.0,4.12,,12.1,16.4,,,7.97,,,,,25.46,1299.7,,
AI81052,site 1,6/22/2022 8:30,,,780.0,4.08,,,,,,8.07,,,,,25.4,,,
AI81053,site 1,6/22/2022 8:30,,,780.0,4.17,,,,,,8.0,,,,,25.43,,,
AI81054,site 1,6/22/2022 8:30,,,781.0,4.16,,,,,,7.99,,,,,25.46,,,
AI81055,site 1,6/22/2022 8:30,,,784.0,2.64,,,,,,7.73,,,,,22.73,,,
AI81056,site 1,6/22/2022 8:30,,,780.0,3.41,,,,,,7.83,,,,,23.22,,,
AI81057,site 1,6/22/2022 8:30,,,781.0,3.554,,,,,,7.85,,,,,23.63,,,
AI81058,site 1,6/22/2022 8:30,,,781.0,3.65,,,,,,7.88,,,,,24.46,,,
AI81059,site 2,6/22/2022 8:50,"Sunny, breezy, no clouds, river weed growing.",0.0381,,,,,,0.4,8.11623,,,0.0056,0.0239,6.0,,,2.0,0.2254
AI81060,site 2,6/22/2022 8:50,,,779.0,4.08,,21.6,23.8,,,7.97,,,,,25.39,1299.7,,
AI81061,site 2,6/22/2022 8:50,,,780.0,4.07,,,,,,7.93,,,,,25.39,,,
AI81062,site 2,6/22/2022 8:50,,,780.0,4.24,,,,,,7.94,,,,,25.37,,,
AI81063,site 2,6/22/2022 8:50,,,779.0,4.15,,,,,,7.95,,,,,25.39,,,
AI81064,site 2,6/22/2022 8:50,,,781.0,3.28,,,,,,7.72,,,,,23.1,,,
AI81065,site 2,6/22/2022 8:50,,,782.0,3.79,,,,,,7.82,,,,,23.48,,,
AI81066,site 2,6/22/2022 8:50,,,782.0,3.8,,,,,,7.84,,,,,24.62,,,
AI81067,site 3,6/22/2022 9:22,"Sunny, breezy, no clouds, river weed growing.",0.074,,,,,,0.4,6.80222,,,0.0147,0.0297,4.5,,,5.6,0.2234
AI81069,site 3,6/22/2022 9:22,,,788.0,3.03,,,,,,7.71,,,,,25.66,,,
AI81070,site 3,6/22/2022 9:22,,,790.0,3.03,,,,,,7.64,,,,,25.76,,,
AI87262,site 3,7/14/2022 8:20,,,746.0,3.21,,,,,,7.7,,,,,23.28,,,
AI87263,site 3,7/14/2022 8:20,,,746.0,3.3,,,,,,7.67,,,,,23.3,,,
AI87265,site 2,7/14/2022 8:38,,,774.0,3.58,,,,,,7.88,,,,,24.53,,,
AI87266,site 2,7/14/2022 8:38,,,778.0,3.79,,,,,,7.93,,,,,24.57,,,
AI87267,site 2,7/14/2022 8:38,,,779.0,3.78,,,,,,7.93,,,,,24.6,,,
AI87268,site 2,7/14/2022 8:38,,,756.0,3.05,,,,,,7.73,,,,,24.15,,,
AI87269,site 2,7/14/2022 8:38,,,770.0,2.77,,,,,,7.69,,,,,24.24,,,
AI87270,site 2,7/14/2022 8:38,,,775.0,2.9,,,,,,7.75,,,,,24.37,,,
AI87271,site 1,7/14/2022 9:00,,,781.0,3.86,,19.9,23.8,,,7.82,,,,,24.6,2419.6,,
AI87272,site 1,7/14/2022 9:00,,,784.0,3.52,,,,,,7.9,,,,,24.52,,,
AI87273,site 1,7/14/2022 9:00,,,784.0,3.76,,,,,,7.93,,,,,24.56,,,
AI87274,site 1,7/14/2022 9:00,,,782.0,3.85,,,,,,7.93,,,,,24.6,,,
AI87275,site 1,7/14/2022 9:00,,,758.0,2.85,,,,,,7.68,,,,,24.13,,,
AI87276,site 1,7/14/2022 9:00,,,764.0,3.06,,,,,,7.71,,,,,24.18,,,
AI87277,site 1,7/14/2022 9:00,,,757.0,3.38,,,,,,7.8,,,,,24.23,,,
AI87278,site 1,7/14/2022 9:00,,,760.0,3.4,,,,,,7.84,,,,,24.39,,,
AI90778,site 1,7/27/2022 8:52,,,798.0,4.76,,2.0,3.1,,,7.92,,,,,25.97,461.1,,
AI90779,site 1,7/27/2022 8:52,,,799.0,4.71,,,,,,7.97,,,,,25.97,,,
AI90780,site 1,7/27/2022 8:52,,,798.0,4.25,,,,,,7.86,,,,,25.73,,,
AI90781,site 1,7/27/2022 8:52,,,789.0,4.18,,,,,,7.81,,,,,25.25,,,
AI90782,site 1,7/27/2022 8:52,,,791.0,3.78,,,,,,7.75,,,,,24.98,,,
AI90783,site 1,7/27/2022 8:52,,,789.0,3.48,,,,,,7.68,,,,,24.69,,,
AI90784,site 1,7/27/2022 8:52,,,789.0,3.47,,,,,,7.66,,,,,24.7,,,
AI90785,site 1,7/27/2022 8:52,,,790.0,3.35,,,,,,7.63,,,,,24.66,,,
AI90787,site 2,7/27/2022 8:40,,,797.0,4.84,,,,,,8.0,,,,,26.01,,,
AI90788,site 2,7/27/2022 8:40,,,798.0,4.11,,,,,,7.82,,,,,25.81,,,
AI90789,site 2,7/27/2022 8:40,,,789.0,4.08,,,,,,7.82,,,,,25.34,,,
AI90790,site 2,7/27/2022 8:40,,,790.0,3.92,,,,,,7.76,,,,,24.92,,,
AI90791,site 2,7/27/2022 8:40,,,789.0,3.78,,,,,,7.73,,,,,24.73,,,
AI90792,site 2,7/27/2022 8:40,,,790.0,3.41,,,,,,7.65,,,,,24.63,,,
AI90793,site 3,7/27/2022 8:18,,,773.0,4.98,,4.1,2.0,,,7.73,,,,,25.53,1732.9,,
AI90794,site 3,7/27/2022 8:18,,,780.0,4.98,,,,,,7.89,,,,,25.25,,,
AI90795,site 3,7/27/2022 8:18,,,783.0,5.02,,,,,,7.9,,,,,24.51,,,
AI94742,site 1,8/10/2022 11:08,,,761.0,4.69,,11.9,12.4,,,7.91,,,,,26.99,1986.3,,
AI94743,site 1,8/10/2022 0:00,,,763.0,4.81,,,,,,7.94,,,,,26.71,,,
AI94744,site 1,8/10/2022 0:00,,,766.0,4.58,,,,,,7.88,,,,,26.38,,,
AI94745,site 1,8/10/2022 0:00,,,775.0,4.49,,,,,,7.84,,,,,26.16,,,
AI94746,site 1,8/10/2022 0:00,,,782.0,4.5,,,,,,7.83,,,,,25.99,,,
AI94747,site 1,8/10/2022 0:00,,,786.0,4.55,,,,,,7.81,,,,,25.95,,,
AI94748,site 1,8/10/2022 0:00,,,786.0,4.48,,,,,,7.81,,,,,25.88,,,
AI94749,site 1,8/10/2022 0:00,,,786.0,4.44,,,,,,7.8,,,,,25.86,,,
AI94750,site 2,8/10/2022 10:41,,,763.0,4.8,,8.5,9.9,,,7.88,,,,,26.74,1732.9,,
AI94751,site 2,8/10/2022 0:00,,,762.0,4.71,,,,,,7.9,,,,,26.59,,,
AI94752,site 2,8/10/2022 0:00,,,760.0,4.54,,,,,,7.88,,,,,26.48,,,
AI94753,site 2,8/10/2022 0:00,,,760.0,4.45,,,,,,7.85,,,,,26.46,,,
AI94754,site 2,8/10/2022 0:00,,,781.0,4.49,,,,,,7.77,,,,,26.0,,,
AI94755,site 2,8/10/2022 0:00,,,786.0,4.58,,,,,,7.78,,,,,25.89,,,
AI94756,site 2,8/10/2022 0:00,,,785.0,4.65,,,,,,7.78,,,,,25.8,,,
AI94758,site 3,8/10/2022 0:00,,,784.0,3.77,,,,,,7.65,,,,,24.97,,,
AI94759,site 3,8/10/2022 0:00,,,783.0,3.54,,,,,,7.63,,,,,24.89,,,
AJ00481,site 3,8/31/2022 9:37,"Sunny, windy, some river weed, swans and ducks on river",0.055,,,,,,0.2,3.36052,,,0.0145,0.03,5.0,,,3.6,0.17
AJ00482,site 2,8/31/2022 9:51,"Sunny, windy, some river weed, swans and ducks on river",0.0382,,,,,,0.1,3.78505,,,0.0089,0.0221,6.5,,,0.8,0.1707
AJ00483,site 1,8/31/2022 10:03,"Sunny, windy, some river weed, swans and ducks on river",0.0383,,,,,,0.1,3.49192,,,0.0078,0.0227,6.25,,,2.4,0.1699
AJ00485,site 3,8/31/2022 9:37,,,786.0,5.52,,,,,,7.53,,,,,23.03,,,
AJ00486,site 3,8/31/2022 9:37,,,786.0,6.1,,,,,,7.55,,,,,23.17,,,
AJ00487,site 2,8/31/2022 9:51,,,771.0,6.23,,,,,,7.71,,,,,23.78,,,
AJ00488,site 2,8/31/2022 9:51,,,770.0,6.43,,,,,,7.72,,,,,23.03,,,
AJ00489,site 2,8/31/2022 9:51,,,772.0,5.91,,,,,,7.61,,,,,23.69,,,
AJ00490,site 2,8/31/2022 9:51,,,772.0,6.1,,,,,,7.6,,,,,23.71,,,
AJ00491,site 2,8/31/2022 9:51,,,772.0,5.88,,,,,,7.58,,,,,23.71,,,
AJ00492,site 1,8/31/2022 10:03,,,768.0,5.82,,13.4,1.0,,,7.64,,,,,23.85,1299.7,,
AJ00493,site 1,8/31/2022 10:03,,,770.0,6.14,,,,,,7.7,,,,,23.79,,,
AJ00494,site 1,8/31/2022 10:03,,,770.0,6.07,,,,,,7.72,,,,,23.8,,,
AJ00495,site 1,8/31/2022 10:03,,,770.0,6.07,,,,,,7.73,,,,,23.84,,,
AJ00496,site 1,8/31/2022 10:03,,,772.0,5.75,,,,,,7.54,,,,,23.67,,,
AJ00497,site 1,8/31/2022 10:03,,,771.0,5.83,,,,,,7.62,,,,,23.73,,,
AJ00498,site 1,8/31/2022 10:03,,,770.0,5.85,,,,,,7.67,,,,,23.78,,,
AJ00499,site 2,8/31/2022 9:51,,,772.0,6.12,,,,,,7.66,,,,,23.74,,,
AJ04348,site 3,9/14/2022 11:45,,0.0356,,,,,,0.2,6.97911,,,0.0081,0.0201,,,,2.4,0.1634
AJ04349,site 2,9/14/2022 12:01,,0.0341,,,,,,0.2,5.03336,,,0.0071,0.0293,,,,2.0,0.1571
AJ04350,site 1,9/14/2022 12:22,,0.0363,,,,,,0.2,5.04347,,,0.0074,0.026,,,,2.0,0.1572
AJ04351,site 3,9/14/2022 11:45,,,780.0,5.22,,14.8,4.2,,,7.43,,,,,20.76,2419.6,,
AJ04352,site 3,9/14/2022 11:45,,,789.0,4.9,,,,,,7.45,,,,,20.7,,,
AJ04353,site 3,9/14/2022 11:45,,,790.0,5.0,,,,,,7.46,,,,,20.42,,,
AJ04354,site 2,9/14/2022 12:01,,,767.0,4.49,,25.0,1.0,,,7.63,,,,,22.16,1732.9,,
AJ04355,site 2,9/14/2022 12:01,,,767.0,4.04,,,,,,7.57,,,,,21.96,,,
AJ04356,site 2,9/14/2022 12:01,,,767.0,4.17,,,,,,7.57,,,,,22.03,,,
AJ04357,site 2,9/14/2022 12:01,,,767.0,4.27,,,,,,7.59,,,,,22.11,,,
AJ04358,site 2,9/14/2022 12:01,,,782.0,3.71,,,,,,7.44,,,,,20.65,,,
AJ04359,site 2,9/14/2022 12:01,,,779.0,3.87,,,,,,7.44,,,,,21.31,,,
AJ04361,site 1,9/14/2022 12:22,,,768.0,4.1,,,,,,7.63,,,,,22.14,,,
AJ04362,site 1,9/14/2022 12:22,,,768.0,4.08,,,,,,27.64,,,,,22.15,,,
AJ04363,site 1,9/14/2022 12:22,,,768.0,4.18,,,,,,7.65,,,,,22.22,,,
AJ04364,site 1,9/14/2022 12:22,,,784.0,3.62,,,,,,7.47,,,,,20.73,,,
AJ04365,site 1,9/14/2022 12:22,,,783.0,3.7,,,,,,7.47,,,,,20.82,,,
AJ04366,site 1,9/14/2022 12:22,,,783.0,3.64,,,,,,7.47,,,,,20.92,,,
AJ04367,site 1,9/14/2022 12:22,,,773.0,3.57,,,,,,7.49,,,,,21.6,,,
AJ08358,site 3,9/28/2022 11:14,,,786.0,5.12,,47.3,17.8,,,7.65,,,,,15.94,2419.6,,
AJ08359,site 3,9/28/2022 11:14,,,777.0,5.2,,,,,,7.72,,,,,15.17,,,
AJ08360,site 3,9/28/2022 11:14,,,785.0,5.02,,,,,,7.71,,,,,15.88,,,
AJ08361,site 2,9/28/2022 11:30,,,775.0,5.22,,11.8,2.0,,,8.52,,,,,15.99,1299.7,,
AJ08362,site 2,9/28/2022 11:30,,,775.0,5.07,,,,,,8.51,,,,,15.99,,,
AJ08363,site 2,9/28/2022 11:30,,,775.0,5.06,,,,,,8.53,,,,,15.99,,,
AJ08364,site 2,9/28/2022 11:30,,,775.0,5.08,,,,,,8.56,,,,,16.0,,,
AJ08365,site 2,9/28/2022 11:30,,,757.0,4.6,,,,,,8.39,,,,,15.98,,,
AJ08366,site 2,9/28/2022 11:30,,,775.0,5.05,,,,,,8.51,,,,,15.98,,,
AJ08367,site 2,9/28/2022 11:30,,,775.0,5.01,,,,,,8.51,,,,,15.98,,,
AJ08368,site 2,9/28/2022 11:30,,,773.0,5.06,,,,,,8.51,,,,,15.98,,,
AJ08369,site 1,9/28/2022 11:47,,,773.0,5.23,,10.8,2.0,,,8.6,,,,,16.01,1413.6,,
AJ08370,site 1,9/28/2022 11:47,,,773.0,5.07,,,,,,8.68,,,,,16.01,,,
AJ08371,site 1,9/28/2022 11:47,,,773.0,5.04,,,,,,8.7,,,,,16.01,,,
AJ08372,site 1,9/28/2022 11:47,,,773.0,5.29,,,,,,8.68,,,,,16.01,,,
AJ08373,site 1,9/28/2022 11:47,,,773.0,4.95,,,,,,8.65,,,,,15.99,,,
AJ08374,site 1,9/28/2022 11:47,,,773.0,5.03,,,,,,8.66,,,,,16.0,,,
